income,family_size,previous_claims,benefits_received,loan_default,property_owned,age,aadhar_linked_accounts,phone_linked_accounts,rural_flag,location_changes,application_frequency,same_bank_accounts,ip_application_count
67700,1,1,1,1,1,37,1,2,1,0,2,1,2
51925,2,2,2,1,1,47,3,1,1,4,2,0,4
15679,6,2,1,0,0,39,1,2,0,1,2,2,1
33154,6,0,0,0,0,27,1,1,0,1,2,0,5
80645,5,2,1,1,0,33,1,2,0,0,6,2,2
58324,1,1,1,0,0,35,2,1,0,2,1,1,2
82359,7,0,0,1,0,18,2,1,1,2,2,0,4
137445,6,5,2,0,0,29,1,3,0,2,8,1,1
26745,4,6,5,0,1,47,1,1,0,2,5,0,4
88164,7,3,3,1,1,20,1,2,1,2,5,1,6
97112,5,0,0,0,0,36,2,2,0,0,1,0,1
62365,3,7,1,1,1,52,1,2,0,2,6,0,2
18092,3,0,0,0,0,21,2,1,0,1,0,2,1
51998,5,1,1,1,0,31,2,2,0,2,1,1,5
76040,5,1,1,1,1,36,3,2,1,1,3,1,5
24287,3,5,1,1,1,27,1,2,0,1,4,1,6
76503,5,4,1,1,0,31,2,2,0,1,4,0,4
38932,3,0,0,0,0,29,1,4,0,0,0,1,1
19201,1,4,1,1,0,53,1,2,1,2,2,0,3
15000,4,4,1,1,0,51,1,1,1,2,2,2,2
270541,3,3,3,0,1,19,2,1,1,0,2,2,1
15000,3,6,3,1,1,18,2,1,0,2,5,1,4
45306,6,2,1,1,1,40,1,2,1,1,4,1,10
39691,3,3,2,0,0,38,1,2,0,2,3,0,2
28292,2,2,1,1,1,18,3,1,0,1,4,2,2
19318,4,1,1,0,0,37,1,3,0,2,1,3,2
73109,3,2,2,1,0,41,3,1,0,1,6,0,6
16816,5,3,2,1,1,29,1,3,0,0,2,1,3
66506,1,1,1,0,0,44,2,2,0,2,3,1,2
82479,6,3,2,0,1,38,1,2,1,3,2,0,4
40576,4,0,0,0,0,55,1,1,1,1,3,0,2
15000,5,2,1,0,0,38,2,2,1,3,2,3,1
28528,6,1,1,0,0,18,4,1,1,1,0,0,1
248660,5,1,1,0,0,32,1,1,1,0,1,1,3
41317,6,2,2,0,1,24,1,3,0,0,0,1,0
15000,9,2,2,0,0,24,1,1,0,2,1,0,3
28887,3,2,2,0,0,39,1,2,1,1,1,2,0
20329,5,1,1,1,0,35,1,1,0,3,1,0,10
40518,4,1,1,1,0,43,1,1,0,4,1,2,0
76876,4,6,1,1,0,55,1,1,0,2,5,3,5
43259,2,0,0,0,2,56,2,1,1,1,1,3,0
15000,5,1,1,0,0,51,2,1,1,0,1,0,2
80079,4,0,0,0,0,45,3,1,0,0,1,3,3
58571,1,5,1,1,1,52,1,2,0,3,5,1,5
43014,7,4,3,0,0,18,1,2,0,2,3,1,4
16635,3,2,1,1,0,46,1,1,1,1,4,0,7
141676,2,3,2,1,0,42,2,3,0,1,6,0,6
44112,5,1,1,0,0,32,2,1,0,1,3,1,2
16414,5,2,1,1,1,37,5,2,0,1,3,0,8
22870,3,4,1,1,0,33,3,3,1,3,4,0,4
48179,4,2,1,0,1,46,4,1,1,2,1,1,1
15000,4,4,2,0,1,65,2,2,1,0,3,2,0
31455,6,4,2,0,1,28,4,3,0,1,2,3,3
39801,3,3,2,1,0,39,2,3,0,1,5,0,7
17583,2,1,1,1,0,25,1,1,0,0,1,0,3
15000,6,0,0,0,1,45,1,1,0,2,2,1,0
114748,4,4,3,1,1,34,3,1,1,3,4,1,3
19927,5,0,0,0,0,31,5,1,0,0,0,1,5
32982,4,1,1,1,0,24,2,1,0,1,5,1,3
79909,4,4,1,1,0,69,1,1,0,5,5,1,9
56604,8,1,1,1,1,48,1,1,0,0,5,2,6
90703,7,5,1,1,1,49,3,1,0,3,4,1,9
86569,8,6,2,0,1,31,4,2,0,0,5,1,2
45848,8,1,1,0,0,37,2,3,0,0,2,2,0
25629,6,0,0,0,0,18,2,2,1,1,2,0,1
100720,3,0,0,0,0,56,1,3,0,1,0,2,2
23560,2,0,0,1,0,56,1,2,0,0,3,0,5
26403,2,0,0,0,0,31,1,1,0,0,1,0,0
97353,2,1,1,0,0,37,2,3,0,1,3,0,1
277514,4,0,0,0,2,19,2,2,0,0,0,0,1
34316,2,0,0,0,0,27,2,2,0,1,1,1,1
15000,2,1,1,1,0,28,1,4,1,2,4,0,4
83755,3,1,1,0,1,50,2,1,1,0,2,2,1
24207,3,3,3,0,2,67,3,2,0,0,4,0,0
35786,4,1,1,1,0,18,1,1,0,2,1,1,2
17122,8,0,0,0,1,33,2,2,0,0,1,0,1
50421,6,3,3,1,0,35,2,2,1,2,4,3,5
82350,2,3,1,1,1,27,1,1,1,2,3,0,3
31488,4,1,1,1,0,31,4,2,0,1,5,0,7
95166,7,2,2,1,0,22,1,1,0,0,6,0,3
91594,2,0,0,1,0,20,3,1,0,1,2,0,2
66565,3,2,2,0,1,19,2,1,0,0,1,3,2
20144,3,4,4,0,0,33,1,3,0,3,3,1,2
15000,5,0,0,1,0,29,2,2,0,1,2,2,5
15000,4,1,1,0,0,53,1,1,0,0,0,0,3
126600,4,1,1,0,0,29,2,2,0,3,0,0,1
23945,4,0,0,1,0,36,1,3,0,1,4,0,4
33748,3,5,1,1,0,48,1,2,1,1,7,0,2
20844,5,1,1,1,0,33,3,2,0,1,2,0,4
37637,7,3,2,1,0,38,2,1,0,1,3,2,3
36312,5,0,0,0,0,48,2,3,0,2,2,3,3
25360,3,1,1,0,0,25,2,1,1,1,1,2,0
90572,7,1,1,0,0,53,3,1,0,0,1,0,1
15000,5,4,1,1,1,26,2,1,0,0,6,2,2
17628,2,1,1,1,0,42,1,1,0,1,2,1,7
53495,4,1,1,1,0,33,1,2,0,2,4,1,7
83279,4,0,0,1,0,38,5,1,0,4,4,0,13
38901,6,0,0,1,0,30,2,1,1,0,3,0,3
51634,3,4,1,0,0,31,2,1,0,2,4,0,4
167570,6,2,2,0,0,25,1,1,0,2,1,0,1
68529,7,4,4,1,0,27,1,1,1,1,3,0,6
24434,4,2,2,1,0,34,3,2,0,2,4,1,5
25832,3,8,6,1,0,51,2,3,1,3,10,1,4
22590,2,0,0,0,0,42,2,1,1,0,0,1,1
15000,6,0,0,0,1,35,2,1,1,0,2,1,0
111669,3,2,2,0,0,31,2,1,0,1,3,2,0
32364,2,1,1,1,1,51,2,2,1,1,1,1,2
21442,1,0,0,0,0,38,1,2,0,0,1,1,1
20569,2,6,5,1,0,32,1,1,1,2,7,0,2
15000,3,5,2,1,1,44,2,1,0,1,7,0,2
15000,3,3,2,1,0,55,2,1,1,2,4,3,1
84755,3,1,1,0,0,39,1,2,0,0,1,2,3
45915,3,0,0,0,0,55,3,2,1,1,1,1,1
29878,2,2,1,0,0,38,3,2,0,1,2,1,1
41669,3,0,0,1,0,18,3,4,0,0,5,0,2
16050,7,0,0,0,0,37,3,3,1,1,3,3,1
23063,4,4,3,1,1,50,1,1,0,0,3,0,3
18552,4,1,1,0,0,36,2,2,0,0,2,1,2
54856,8,0,0,0,0,45,2,2,1,1,1,0,1
18752,4,1,1,1,0,31,2,1,0,0,4,0,0
24701,4,0,0,1,0,26,3,2,0,0,1,1,3
33887,8,10,6,1,0,54,2,1,0,2,10,3,6
25630,8,4,4,1,0,44,3,4,1,2,5,0,4
46115,3,3,3,0,0,32,3,1,0,0,1,0,1
18350,5,1,1,0,0,27,1,2,0,1,2,0,2
32781,3,0,0,1,0,37,3,1,0,1,2,0,9
17213,3,2,2,1,0,67,2,1,0,1,5,0,3
15055,3,0,0,1,0,40,1,1,1,1,6,2,4
20290,5,0,0,0,0,30,1,2,1,0,2,1,3
118375,5,0,0,0,1,18,2,1,1,0,1,3,1
16127,3,1,1,0,0,36,3,1,0,1,1,0,1
26381,1,0,0,1,0,34,3,1,0,1,5,1,3
15000,6,2,1,1,3,43,3,2,0,0,3,0,5
64320,2,0,0,0,1,37,1,3,1,0,2,1,0
16276,3,1,1,1,0,42,2,2,1,1,2,0,7
42281,3,2,1,0,2,24,2,2,0,2,3,0,1
154626,1,3,3,1,0,38,1,2,0,2,6,1,3
28465,3,1,1,1,2,42,2,2,0,4,3,0,7
25402,2,0,0,1,0,40,3,3,0,1,2,0,3
47257,3,0,0,0,0,34,5,3,0,0,0,0,2
124345,4,1,1,1,0,32,1,2,0,4,1,3,6
33820,1,0,0,0,1,39,1,1,1,0,3,2,1
15000,6,2,2,1,1,45,2,1,0,4,5,2,5
142265,3,1,1,1,2,36,3,4,0,3,4,1,6
31960,3,3,3,0,0,32,4,2,0,1,3,2,2
15000,4,0,0,1,1,31,1,3,0,1,2,1,3
87191,2,0,0,0,0,46,2,2,0,0,1,1,0
24863,4,0,0,1,1,32,2,3,1,0,2,1,1
32589,2,0,0,0,0,24,3,1,0,1,1,1,1
25818,6,8,4,1,0,22,1,1,1,4,3,0,10
32676,1,2,2,1,0,51,3,1,0,0,4,0,3
17004,3,2,2,0,0,23,3,2,1,1,2,1,1
15000,5,1,1,0,0,33,1,1,0,0,1,2,0
90152,4,1,1,0,0,37,1,1,0,0,0,2,0
90464,1,2,1,0,0,49,4,3,0,1,1,1,2
41762,2,2,1,0,0,55,3,2,1,0,2,0,0
15640,6,3,1,0,1,43,1,1,1,3,2,0,3
39100,3,3,2,1,0,45,2,1,0,3,2,0,13
54953,5,3,3,0,0,30,2,2,1,0,2,3,2
51497,5,6,2,1,0,52,3,2,0,1,9,1,5
19613,2,0,0,0,1,64,1,1,0,0,0,1,0
36581,4,2,1,1,0,27,2,1,1,1,6,1,4
39946,5,0,0,1,1,18,3,1,0,0,4,0,2
111985,2,9,8,0,0,55,1,1,0,2,3,0,1
68356,3,1,1,0,0,27,1,3,1,1,1,2,3
24033,2,2,2,1,0,46,2,2,0,0,3,1,4
66698,3,0,0,0,0,41,4,2,0,1,0,1,0
77645,5,8,6,1,0,31,2,1,0,5,7,0,7
117067,1,1,1,0,0,27,4,3,1,3,4,3,2
18772,6,4,1,0,0,51,1,1,0,3,6,0,4
50942,3,4,4,1,0,21,2,1,0,1,3,1,7
17063,4,2,1,0,0,62,3,1,0,1,2,3,0
15000,2,1,1,0,0,21,1,1,0,4,6,2,3
23349,2,0,0,1,0,51,1,2,0,2,4,0,4
15000,3,0,0,0,0,30,1,2,0,0,0,0,2
73265,3,2,2,0,0,44,3,2,0,0,3,3,1
19127,3,0,0,0,0,29,1,1,0,1,1,1,1
34945,3,4,1,1,0,50,2,2,0,2,7,1,5
36683,3,5,1,0,1,58,2,3,0,1,4,1,2
27379,3,2,2,1,0,26,4,3,0,0,4,2,7
91020,3,3,2,1,1,24,3,2,1,0,3,1,6
65304,3,2,1,0,0,47,1,1,0,0,1,2,1
101826,3,0,0,1,0,37,3,1,0,2,4,1,9
15000,3,0,0,1,0,37,1,1,1,0,3,0,3
27931,7,3,3,0,0,31,3,3,0,2,1,1,3
31068,8,1,1,0,0,54,3,3,0,0,0,0,0
16931,1,3,1,1,0,52,1,1,0,2,3,1,5
28596,1,1,1,0,0,28,3,2,0,2,1,0,2
44489,5,2,1,0,0,22,4,1,0,0,1,2,0
25464,5,1,1,1,1,49,2,2,1,2,3,0,4
117645,2,2,2,1,0,38,2,3,0,1,2,2,7
15000,5,2,1,1,0,48,2,1,1,0,2,2,2
45837,3,0,0,0,0,41,2,3,0,1,0,0,1
67778,5,0,0,0,0,37,3,2,0,1,3,0,0
31314,5,4,3,1,0,35,3,1,0,0,10,1,5
113084,6,2,2,0,1,41,2,1,0,3,2,1,2
58153,5,2,2,0,0,26,3,1,0,2,0,1,3
208777,2,0,0,0,0,36,3,1,1,1,2,3,2
37074,4,5,2,1,0,32,2,2,1,1,4,2,4
74137,5,8,2,0,2,20,1,4,0,0,7,0,0
38597,4,3,3,1,0,44,1,1,0,1,7,1,3
24174,7,1,1,0,0,18,2,1,0,1,2,2,2
39079,3,0,0,0,0,18,3,3,0,0,1,2,1
44397,5,2,2,0,0,18,2,2,0,1,3,2,1
33285,3,1,1,0,1,49,2,2,0,0,1,1,2
15603,2,2,1,1,0,36,1,1,0,3,4,2,4
125990,3,0,0,0,0,41,3,1,0,0,0,1,1
165641,3,2,1,0,2,40,1,1,0,1,3,3,0
71944,4,1,1,0,0,53,2,3,0,0,1,1,2
47665,3,0,0,1,0,33,1,3,1,0,3,1,1
142623,7,0,0,0,0,21,1,1,0,0,1,0,0
69399,6,3,3,0,0,36,1,1,0,2,0,0,4
15000,4,2,2,1,0,24,2,1,0,0,5,3,3
82331,3,1,1,1,0,35,2,1,0,0,1,0,7
38900,4,2,1,1,0,47,2,3,0,2,3,0,4
22732,6,2,2,1,0,44,1,2,0,0,5,0,3
80698,3,0,0,1,0,44,1,1,0,0,2,0,4
55554,3,1,1,0,1,24,2,3,0,0,0,1,1
21001,3,0,0,1,0,34,2,4,0,2,2,1,3
50036,9,0,0,0,0,44,3,1,1,0,1,3,1
48474,5,2,1,0,0,47,1,3,0,0,1,1,0
18979,4,1,1,1,0,33,1,1,0,1,4,2,3
92727,4,3,3,1,0,41,2,2,0,1,3,1,6
34555,5,1,1,0,1,33,3,3,0,2,2,2,2
53417,4,1,1,0,0,52,1,1,1,1,3,1,2
56173,3,0,0,1,0,41,1,2,0,1,4,0,4
18395,4,0,0,1,1,64,2,3,0,1,3,1,4
17377,3,2,2,1,0,40,3,1,0,1,3,1,6
58228,2,2,2,0,0,59,1,1,0,0,0,2,0
15000,5,4,3,1,0,53,1,1,0,0,5,0,6
32699,7,1,1,0,0,23,2,1,0,1,2,3,0
38294,7,1,1,0,1,22,3,3,0,1,2,2,2
24934,8,0,0,1,0,42,1,2,0,1,2,2,5
37405,3,2,2,1,0,39,2,1,0,3,4,0,9
15000,5,1,1,1,0,27,2,1,0,0,2,0,4
35635,4,1,1,0,0,24,1,1,0,0,2,1,1
45927,5,1,1,0,0,32,1,2,1,1,2,1,1
187287,6,2,2,1,0,41,3,1,1,0,3,0,3
63558,2,0,0,0,0,47,1,2,1,0,1,1,0
18488,4,0,0,0,1,31,3,4,0,1,0,1,2
54017,8,2,2,0,1,56,1,1,1,2,2,3,4
17068,7,2,2,0,0,33,1,1,1,1,2,1,3
27662,2,2,2,0,0,31,4,2,0,1,2,2,2
16963,3,3,1,1,1,33,1,1,1,3,4,0,6
15000,4,1,1,0,1,29,1,1,1,2,0,0,0
15000,6,0,0,0,1,46,3,3,0,2,0,2,3
18155,4,2,1,0,0,46,1,1,0,0,2,1,2
47517,1,0,0,1,0,27,3,2,1,1,4,0,6
32404,3,2,2,0,0,29,2,1,1,0,1,1,0
25921,5,2,1,0,0,35,4,3,0,1,0,3,2
24680,3,0,0,0,1,40,2,1,1,0,2,1,2
39201,6,4,3,0,0,27,2,1,1,4,4,2,2
38700,4,0,0,0,0,40,4,1,1,1,2,1,1
39788,4,0,0,0,0,40,2,3,0,0,1,1,0
109819,6,1,1,0,2,37,2,2,0,0,2,3,0
34071,5,0,0,0,0,26,1,1,1,0,1,0,1
74019,3,5,2,1,0,31,2,1,0,2,4,1,6
17997,3,1,1,0,1,34,1,2,1,0,1,1,1
55542,8,1,1,1,0,35,1,1,0,3,1,1,6
30236,4,2,2,1,0,34,2,2,1,0,4,0,3
49670,10,6,2,1,0,39,2,1,0,2,6,0,4
63329,7,1,1,1,2,30,1,1,1,1,3,1,4
15000,5,3,3,0,0,40,1,2,1,0,1,2,2
15000,6,2,1,0,0,64,4,4,0,2,1,0,4
28324,3,3,1,0,0,42,2,1,0,1,4,1,0
15000,3,0,0,1,0,25,3,3,0,0,1,0,3
29760,4,1,1,0,0,58,3,2,0,1,0,1,3
71466,3,4,1,1,0,39,1,3,0,1,7,1,4
20833,3,5,2,0,3,52,4,1,0,0,2,0,1
33770,4,5,3,1,0,29,1,3,0,1,6,2,6
30738,1,1,1,1,0,26,4,1,0,0,2,0,7
41561,5,0,0,0,1,42,1,1,0,0,0,1,0
15000,3,0,0,1,0,19,2,3,0,4,3,0,3
15000,1,0,0,0,0,42,1,1,0,0,1,3,1
15000,5,5,1,1,0,58,5,3,1,1,4,1,7
280694,3,3,3,0,0,27,2,1,0,0,3,0,2
209599,7,0,0,0,0,41,2,2,1,0,1,1,0
25787,6,3,2,1,1,52,2,1,0,1,2,0,3
60826,6,2,2,1,0,48,2,2,0,1,3,0,6
51948,2,2,2,0,0,44,2,2,0,0,1,0,0
41240,3,3,3,1,1,42,2,2,0,3,2,0,4
33829,9,4,3,1,0,50,3,2,0,3,1,0,2
18985,7,5,5,1,0,33,1,1,1,0,3,1,3
32481,6,2,2,1,0,33,1,1,0,2,5,1,5
48047,2,0,0,1,0,52,2,1,0,1,5,0,6
54396,4,2,1,1,0,23,2,1,1,1,5,1,1
300000,3,2,1,0,1,21,3,2,0,1,1,2,2
15000,4,3,2,0,0,51,2,1,0,0,3,1,1
82985,7,2,2,1,0,55,2,4,1,1,1,0,7
19822,3,1,1,1,0,33,4,2,0,4,3,0,11
15000,4,0,0,0,1,32,3,2,0,0,0,1,1
40011,5,1,1,0,0,49,2,1,0,1,0,2,0
16670,2,1,1,0,0,48,1,1,0,0,0,0,1
41696,5,0,0,0,2,34,1,1,0,1,0,3,4
146597,2,0,0,0,0,45,3,3,0,2,1,1,3
19226,8,0,0,0,0,45,1,2,0,3,2,1,1
89714,7,7,5,0,1,18,4,3,1,2,4,1,2
40195,3,0,0,0,0,18,3,1,0,1,1,3,0
35400,5,0,0,0,0,26,3,3,1,0,0,0,0
15000,3,2,1,0,0,27,4,1,0,0,1,1,1
28965,4,2,2,0,0,30,3,1,0,0,2,1,1
68148,5,1,1,0,0,23,2,1,1,0,0,1,1
76791,3,6,1,1,0,39,3,1,0,2,3,3,3
46009,3,1,1,0,1,38,1,1,0,2,0,2,1
46468,4,0,0,0,1,42,2,1,0,0,2,1,0
25639,6,0,0,0,0,26,2,1,0,1,0,1,3
41817,4,0,0,0,1,28,2,1,0,0,3,1,1
73354,4,0,0,1,0,40,2,2,1,1,4,0,4
40923,3,0,0,0,0,31,3,1,0,1,0,1,2
84544,3,5,3,1,0,25,1,1,0,1,1,2,2
73277,6,2,2,0,1,50,4,3,1,1,3,0,3
45613,3,3,1,1,0,37,1,1,1,3,3,1,4
72107,3,1,1,0,0,41,2,1,0,1,2,1,2
80656,3,0,0,0,0,46,1,3,0,1,2,2,1
27467,4,4,1,1,0,30,2,3,0,1,5,3,9
34324,9,2,1,0,2,51,1,1,1,1,5,2,1
19615,3,6,2,0,1,31,2,1,0,0,3,2,1
26504,5,0,0,0,0,33,4,4,0,0,0,1,0
25223,7,5,5,1,0,26,1,2,0,0,2,0,5
72832,4,2,2,0,0,21,1,3,0,2,2,2,3
80935,6,0,0,0,0,23,1,2,1,0,4,0,2
34996,3,1,1,0,1,46,1,1,0,2,2,3,3
24541,4,2,2,0,0,43,2,3,0,2,1,0,2
112443,2,2,2,1,1,42,1,1,0,1,3,0,5
15000,4,0,0,0,0,43,2,2,0,0,0,3,0
20853,5,0,0,1,0,40,2,1,0,1,2,0,1
29146,2,4,2,1,0,31,4,1,0,3,4,0,5
28878,1,2,1,0,0,40,4,2,0,1,1,1,2
29866,2,1,1,0,0,40,1,2,0,1,2,0,3
15000,10,7,6,0,0,37,1,3,0,3,6,2,2
15000,5,6,3,1,0,28,2,2,1,1,5,0,0
71651,2,3,1,1,0,40,4,2,0,0,5,1,2
33157,3,2,2,1,0,21,1,3,1,4,3,0,1
47417,5,1,1,1,0,45,1,1,1,1,4,0,1
110262,2,4,3,0,0,55,2,1,0,2,5,2,2
62932,2,2,1,1,0,32,1,2,0,1,4,0,4
63264,5,0,0,1,1,34,1,2,1,2,7,3,5
15000,8,2,2,0,0,51,1,1,1,1,3,1,5
28713,2,0,0,1,1,18,2,1,1,1,1,0,3
131053,4,2,1,0,0,37,3,2,0,0,2,2,1
45822,3,1,1,0,0,41,3,2,1,2,5,1,3
15000,2,3,2,1,0,52,1,3,0,2,5,1,4
26787,3,0,0,1,1,27,4,3,1,3,4,0,5
80292,3,0,0,0,1,42,2,2,1,0,0,1,1
143417,2,0,0,0,0,26,1,2,0,1,2,2,1
48267,3,2,1,0,1,32,2,2,0,1,1,2,2
19236,5,3,1,0,1,51,1,1,0,2,4,2,1
15000,3,1,1,0,0,49,1,1,0,0,0,1,2
23333,3,1,1,0,0,30,3,3,0,1,1,0,1
15967,2,4,2,0,2,32,1,1,0,2,3,1,1
23056,10,2,1,1,0,39,2,1,1,3,1,0,5
44083,7,1,1,0,0,37,1,1,0,0,2,2,0
146313,5,0,0,0,0,52,1,2,0,0,1,1,1
67807,5,0,0,0,0,20,2,4,0,0,2,1,1
15000,3,0,0,0,0,28,4,1,1,0,2,1,1
24720,4,5,5,1,0,25,4,1,0,4,7,0,4
18351,7,0,0,0,0,45,2,1,0,0,0,2,0
35635,3,0,0,0,0,56,2,1,0,0,1,1,1
16149,3,9,5,1,0,45,2,3,0,2,10,0,5
30402,7,0,0,0,1,39,2,1,0,0,2,0,2
18353,4,0,0,1,0,18,1,1,0,1,4,1,1
18442,3,2,2,1,0,18,1,3,0,1,1,2,6
25117,3,2,2,1,0,26,3,2,0,1,7,1,2
69985,4,0,0,0,1,48,3,1,1,1,1,2,1
59574,3,0,0,1,1,27,2,3,0,0,2,0,4
23653,8,1,1,0,1,36,1,1,0,2,0,1,3
30759,5,2,2,0,1,46,4,1,0,2,1,0,2
18805,6,4,1,1,0,59,2,2,0,1,7,2,2
35034,3,0,0,0,0,19,1,2,0,0,1,1,0
15000,3,1,1,0,0,30,2,1,0,0,2,0,0
15000,6,1,1,1,0,28,4,1,0,0,1,1,5
65219,3,0,0,0,0,33,1,1,0,1,1,2,1
84340,3,1,1,0,0,30,1,1,0,1,1,0,0
36076,3,0,0,0,1,33,3,1,0,0,1,0,0
41051,5,1,1,1,0,19,3,1,0,2,2,0,3
178462,4,1,1,1,2,18,2,1,0,1,5,2,7
16590,3,0,0,0,0,47,1,1,0,0,1,3,1
24797,7,2,2,0,1,34,1,3,0,0,2,0,1
34726,3,0,0,0,1,50,2,1,0,1,1,3,0
61238,6,2,2,1,0,39,2,1,0,1,5,1,8
15000,3,3,2,1,0,26,1,1,1,3,3,0,8
21982,4,2,1,0,1,24,1,2,0,1,1,0,0
58686,3,0,0,0,1,43,2,1,0,0,2,3,0
25102,3,0,0,0,1,45,1,1,1,2,1,0,1
45876,7,4,3,0,0,18,1,1,0,0,4,1,1
121374,3,0,0,0,0,45,4,1,0,0,0,0,0
15000,6,4,1,1,0,37,1,2,1,5,4,3,9
30940,3,2,2,1,1,45,4,1,0,3,4,0,12
32665,5,2,2,1,0,32,2,2,0,1,7,0,3
24874,1,1,1,1,0,57,1,1,0,3,1,0,6
52051,3,0,0,1,1,22,2,1,0,0,0,0,5
26085,8,0,0,0,0,30,3,3,0,0,2,2,0
26353,3,0,0,0,0,42,2,2,0,1,0,3,2
26871,3,2,1,0,0,25,3,2,0,0,1,0,0
41794,5,3,3,1,0,37,2,1,1,4,5,0,7
109491,5,0,0,0,0,47,2,3,0,0,0,1,2
43679,2,0,0,1,0,35,3,3,1,0,3,0,3
51184,1,4,2,1,1,18,1,3,0,0,6,0,3
37612,4,1,1,1,1,45,2,1,0,1,4,0,2
187664,3,1,1,0,0,45,2,1,0,0,0,1,2
15000,3,3,3,0,0,18,2,3,0,0,0,2,0
47965,3,1,1,1,1,23,2,1,0,1,1,3,3
124526,3,1,1,0,0,46,1,2,0,0,1,0,2
15000,2,2,1,1,0,57,5,2,0,0,2,1,4
146372,2,0,0,0,0,36,3,1,0,0,2,0,2
47909,4,2,2,0,1,56,1,1,1,0,2,1,1
35996,5,2,2,1,0,18,1,1,0,1,3,0,8
36879,3,0,0,0,0,51,2,1,1,0,0,1,3
128330,7,0,0,0,0,62,1,3,0,0,2,2,0
72988,3,0,0,1,0,52,2,1,1,2,3,0,7
29750,5,0,0,1,0,50,2,1,0,4,4,1,6
83119,4,3,1,0,0,25,2,3,0,1,2,2,1
15384,3,1,1,0,0,34,1,2,1,1,2,0,0
132934,4,0,0,0,1,30,2,2,0,1,1,0,4
15000,5,3,1,1,0,40,2,2,0,0,4,3,1
105484,1,2,1,0,0,34,2,1,0,0,1,0,2
15000,3,0,0,1,0,20,3,3,0,3,4,1,5
79771,3,2,1,0,3,34,1,1,0,2,1,1,6
15000,3,0,0,1,0,37,1,2,1,1,3,0,6
68144,1,3,3,0,0,53,3,2,0,1,4,1,0
54611,4,2,1,0,0,44,1,3,1,1,1,2,0
38308,2,2,2,0,0,55,1,3,0,2,2,1,1
85206,7,2,2,0,0,26,3,1,0,2,5,1,1
15000,1,1,1,0,1,23,1,3,0,1,1,0,1
53487,5,2,2,0,0,69,2,2,1,0,1,0,1
60394,5,0,0,0,0,31,2,1,0,0,2,0,3
42556,2,2,1,1,0,37,2,2,0,1,2,1,2
20722,2,6,2,0,0,61,2,1,0,2,2,0,2
75834,4,1,1,0,0,55,3,2,0,0,1,0,0
45550,2,4,2,1,1,65,1,1,0,5,4,1,11
52532,3,3,2,1,0,59,1,3,0,3,5,1,9
93437,6,3,1,0,0,34,2,1,0,0,4,0,1
87302,1,2,2,1,0,42,1,2,0,3,3,0,4
29311,8,0,0,0,0,29,5,1,0,0,1,2,0
163024,4,1,1,1,1,42,1,2,0,0,2,0,5
15000,8,2,1,0,1,43,2,1,0,1,0,1,2
99443,3,0,0,0,1,18,2,2,0,1,1,2,1
24623,6,0,0,0,1,42,2,2,0,0,0,0,0
39304,5,3,1,0,0,18,2,1,0,2,3,1,0
18381,7,3,1,1,0,27,2,3,1,3,3,0,4
33342,4,1,1,0,0,60,4,3,0,0,2,2,0
17965,4,0,0,0,0,18,4,1,0,0,1,0,2
53781,3,0,0,1,0,64,3,2,0,0,3,1,3
32599,4,2,1,1,0,45,2,3,1,2,5,2,7
169525,1,0,0,0,2,34,2,1,0,0,2,1,3
18572,2,1,1,0,0,29,4,1,1,1,2,1,1
46674,6,5,3,1,0,61,2,1,0,1,4,0,2
77665,3,2,2,0,1,50,1,1,1,1,3,1,1
15000,7,1,1,1,0,23,1,1,1,0,0,2,10
92244,4,1,1,0,0,18,1,2,1,1,1,1,2
33892,5,1,1,1,0,21,1,2,1,3,5,1,6
15000,2,2,2,0,0,37,1,2,1,0,0,1,2
22152,4,0,0,0,0,39,1,1,0,0,0,0,0
16524,5,2,2,1,1,51,3,2,0,1,5,1,7
30558,4,1,1,0,0,19,2,1,0,0,4,3,3
117678,7,1,1,0,0,58,1,1,0,2,0,1,3
32973,4,5,4,1,0,47,1,1,1,2,4,1,6
17954,5,0,0,0,0,44,2,1,1,1,1,2,1
22517,2,0,0,0,1,55,1,1,0,0,1,0,1
47016,7,0,0,0,0,52,2,2,1,1,1,0,0
15000,3,6,6,1,0,33,3,3,0,1,6,0,2
83569,3,0,0,1,0,58,2,2,0,0,3,1,5
152719,3,3,3,1,0,42,1,2,0,1,7,1,4
157901,4,0,0,0,1,29,3,2,1,0,0,2,1
51388,3,2,2,1,0,31,2,3,0,0,8,1,6
36738,5,2,1,1,0,34,1,1,0,1,2,2,6
47377,2,0,0,0,2,23,2,3,0,0,1,2,4
54493,2,2,1,1,0,45,1,1,0,2,3,0,8
60305,3,0,0,0,1,52,1,1,1,1,0,0,1
43088,3,2,2,0,0,29,1,1,1,3,2,1,2
39271,3,0,0,0,0,18,1,3,0,0,0,1,0
15000,9,6,3,1,0,40,1,1,0,1,10,2,3
114954,3,0,0,0,1,59,2,1,1,0,1,2,0
33000,3,1,1,0,1,50,3,1,0,1,2,0,0
124817,1,0,0,0,0,32,1,1,0,0,1,3,0
53525,3,6,3,0,1,34,3,1,0,2,9,3,2
121212,9,0,0,0,1,24,2,1,1,0,2,0,3
35126,3,5,1,1,1,49,2,2,0,1,10,2,7
33623,4,0,0,0,0,37,1,2,0,0,0,2,1
